Time,RT,kW_Tot,kW_RT,CH Load,CH1,CH2,CH3,CH4,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT
2024-03-01T00:00:00,199.3,217.6,1.092,42.2,1,0,0,0,143.2,20.6,0,33,20.8,1292.5,3.7,46.3,50,4.2,84,79.8,72.7,-7.1,46,0,48,50,65.8,9.4,15.2,9.6
2024-03-01T00:10:00,193.5,200,1.034,37.2,1,0,0,0,126.3,20.5,0,32.8,20.5,1290.1,3.6,46.4,50,4.1,83.6,79.5,72.7,-6.8,46,0,48,50,63.1,10.2,16.4,10.3
2024-03-01T00:20:00,204.7,201.5,0.984,37.3,1,0,0,0,126.8,20.7,0,33.3,20.7,1292.5,3.8,46.4,50.2,4,83.2,79.2,72.7,-6.5,46,0,48,50,62.9,10.3,16.5,10.3
2024-03-01T00:30:00,215.2,208.5,0.969,39.5,1,0,0,0,134.2,20.6,0,32.9,20.8,1291.3,4,46.2,50.2,4.2,83.4,79.2,72.7,-6.5,46,0,48,50,64.4,9.9,15.8,10
2024-03-01T00:40:00,192.8,215.7,1.119,41.7,1,0,0,0,141.5,20.6,0,33,20.6,1285.2,3.6,46.3,49.9,4.1,83.1,79,72.7,-6.3,46,0,48,50,65.6,9.6,15.3,9.5
2024-03-01T00:50:00,199.3,199.6,1.002,37,1,0,0,0,125.6,20.6,0,32.8,20.6,1292.5,3.7,46.4,50.1,4,83,79,72.7,-6.3,46,0,48,50,62.9,10.3,16.4,10.3
2024-03-01T01:00:00,205.5,197.8,0.963,36.8,1,0,0,0,124.8,19.4,0,32.9,20.6,1264.3,3.9,45.9,49.8,4,82.9,78.9,72.7,-6.2,45,0,48,50,63.1,9.8,16.6,10.4
2024-03-01T01:10:00,210.1,201.6,0.959,37.7,1,0,0,0,128.9,19.4,0,32.7,20.7,1260.6,4,46.3,50.3,4.2,82.9,78.7,72.7,-6,45,0,48,50,63.9,9.6,16.2,10.3
2024-03-01T01:20:00,194.5,204.1,1.049,38.6,1,0,0,0,131.2,19.1,0,33,20.7,1261.9,3.7,46,49.7,4,82.4,78.4,72.7,-5.7,45,0,48,50,64.3,9.4,16.2,10.2
2024-03-01T01:30:00,193.4,197.6,1.022,36.8,1,0,0,0,124.8,19.3,0,33,20.5,1254.4,3.7,46.1,49.8,4,82.7,78.7,72.7,-6,45,0,48,50,63.2,9.7,16.7,10.4
2024-03-01T01:40:00,194.3,205.5,1.058,39.2,1,0,0,0,133.1,19.2,0,32.9,20.3,1260.6,3.7,46.1,49.8,3.9,82.6,78.7,72.7,-6,45,0,48,50,64.8,9.3,16,9.9
2024-03-01T01:50:00,196.4,207.9,1.058,39.8,1,0,0,0,135,19.2,0,33.1,20.6,1274.2,3.7,46.2,49.9,3.9,82.5,78.6,72.7,-5.9,45,0,48,50,64.9,9.2,15.9,9.9
2024-03-01T02:00:00,193,203.1,1.052,38.4,1,0,0,0,130.2,19.2,0,32.8,20.9,1251.9,3.7,46.1,49.8,3.9,82.5,78.6,72.7,-5.9,45,0,48,50,64.1,9.4,16.2,10.3
2024-03-01T02:10:00,177.9,203,1.141,38.4,1,0,0,0,130.4,19.1,0,33,20.4,1255.6,3.4,46.2,49.6,3.6,82,78.4,72.7,-5.7,45,0,48,50,64.2,9.4,16.3,10.1
2024-03-01T02:20:00,182.2,205.2,1.126,39,1,0,0,0,132.4,19.2,0,33,20.5,1249.4,3.5,46.1,49.6,3.7,82.1,78.4,72.7,-5.7,45,0,48,50,64.6,9.4,16.1,10
2024-03-01T02:30:00,192.4,203.3,1.056,38.6,1,0,0,0,131.2,19.1,0,32.5,20.4,1248.1,3.7,45.9,49.6,3.8,82.3,78.5,72.7,-5.8,45,0,48,50,64.5,9.4,16,10
2024-03-01T02:40:00,153.1,170.4,1.113,28.8,1,0,0,0,97.8,19.3,0,32.7,20.6,1266.8,2.9,46.8,49.7,3.4,81.9,78.5,72.7,-5.8,45,0,48,50,57.4,11.3,19.2,12.1
2024-03-01T02:50:00,209.5,204.9,0.978,38.8,1,0,0,0,131.8,19.2,0,33.3,20.6,1256.9,4,46,50,3.9,82.4,78.5,72.7,-5.8,45,0,48,50,64.3,9.4,16.2,10.1
2024-03-01T03:00:00,197.2,214.6,1.088,41.8,1,0,0,0,142.1,19.1,0,32.9,20.5,1245.6,3.8,45.7,49.5,3.8,82,78.2,72.7,-5.5,45,0,48,50,66.2,8.9,15.3,9.5
2024-03-01T03:10:00,204.2,189.6,0.928,34.3,1,0,0,0,116.6,19.2,0,32.9,20.9,1256.9,3.9,45.8,49.7,3.7,82.3,78.6,72.7,-5.9,45,0,48,50,61.5,10.1,17.4,11
2024-03-01T03:20:00,176.1,173.7,0.986,29.8,1,0,0,0,101.2,19.2,0,32.6,20.6,1243.1,3.4,46.3,49.7,3.7,81.9,78.2,72.7,-5.5,45,0,48,50,58.3,11.1,18.8,11.9
2024-03-01T03:30:00,166.8,233.9,1.403,47.4,1,0,0,0,161,19.2,0,32.9,20.8,1250.6,3.2,46.4,49.6,3.5,81.7,78.2,72.7,-5.5,45,0,48,50,68.8,8.2,14.1,8.9
2024-03-01T03:40:00,181.8,229,1.26,46,1,0,0,0,156.2,19.2,0,32.9,20.8,1246.9,3.5,46.3,49.8,3.5,81.7,78.2,72.7,-5.5,45,0,48,50,68.2,8.4,14.3,9.1
2024-03-01T03:50:00,195.8,165.4,0.844,27.2,1,0,0,0,92.4,19.1,0,33.2,20.7,1236.8,3.8,45.8,49.6,3.7,82.1,78.4,72.7,-5.7,45,0,48,50,55.9,11.6,20.1,12.5
2024-03-01T04:00:00,170.9,158.7,0.928,25.2,1,0,0,0,85.5,19.3,0,33.2,20.8,1243.1,3.3,45.9,49.2,3.6,81.5,77.9,72.7,-5.2,45,0,48,50,53.9,12.1,20.9,13.1
2024-03-01T04:10:00,167.1,229.2,1.372,46.1,1,0,0,0,156.5,19.2,0,33,20.5,1253.1,3.2,46.4,49.6,3.5,81.7,78.2,72.7,-5.5,45,0,48,50,68.3,8.4,14.4,9
2024-03-01T04:20:00,197.6,232.1,1.175,46.9,1,0,0,0,159.1,19.2,0,33.2,20.7,1248.1,3.8,45.6,49.4,3.8,81.8,78,72.7,-5.3,45,0,48,50,68.6,8.3,14.3,8.9
2024-03-01T04:30:00,182.2,180.5,0.99,31.8,1,0,0,0,107.9,19.1,0,32.8,20.7,1249.4,3.5,45.7,49.2,3.6,81.6,78,72.7,-5.3,45,0,48,50,59.8,10.6,18.2,11.5
2024-03-01T04:40:00,147.9,166,1.122,27.2,1,0,0,0,93.5,19.1,0,32.8,20.6,1268.1,2.8,46.5,49.3,3.2,81.1,77.9,72.7,-5.2,45,0,48,50,56.3,11.5,19.8,12.4
2024-03-01T04:50:00,191.4,230.4,1.203,46.2,1,0,0,0,157.6,19.1,0,33,20.7,1241.8,3.7,46.2,49.9,4,82,78,72.7,-5.3,45,0,48,50,68.4,8.3,14.3,9
2024-03-01T05:00:00,212.6,242,1.138,49.9,1,0,0,0,169.3,19.3,0,32.8,20.6,1275.5,4,46,50,3.9,81.8,77.9,72.7,-5.2,45,0,48,50,70,8,13.6,8.5
2024-03-01T05:10:00,235.7,181,0.768,31.9,1,0,0,0,108.3,19.1,0,32.9,20.7,1256.9,4.5,46,50.5,4.2,82.5,78.3,72.7,-5.6,45,0,48,50,59.8,10.5,18.2,11.4
2024-03-01T05:20:00,246.6,228.1,0.925,45.7,1,0,0,0,155.3,19.1,0,33.1,20.5,1259.4,4.7,45.6,50.3,4.3,82.9,78.6,72.7,-5.9,45,0,48,50,68.1,8.4,14.5,9
2024-03-01T05:30:00,215.4,235.6,1.094,48,1,0,0,0,163,19.2,0,32.7,20.7,1260.6,4.1,46.4,50.5,4.1,82.8,78.7,72.7,-6,45,0,48,50,69.2,8.1,13.9,8.8
2024-03-01T05:40:00,0,72.8,0,0,0,0,0,0,0.2,19.2,0,32.7,20.7,0,3.7,46.6,50.3,3.8,82.1,78.3,72.7,-5.6,45,0,48,50,0.3,26.4,44.9,28.5
2024-03-01T05:50:00,243.5,181.2,0.744,32,1,0,0,0,108.5,19.2,0,32.9,20.7,1270.5,4.6,46.3,50.9,4.1,82.8,78.7,72.7,-6,45,0,48,50,59.9,10.6,18.1,11.4
2024-03-01T06:00:00,242.3,245.8,1.014,50.9,1,0,0,0,172.8,19.3,0,32.9,20.7,1264.3,4.6,46,50.6,4.3,82.9,78.6,72.7,-5.9,45,0,48,50,70.3,7.9,13.4,8.4
2024-03-01T06:10:00,253.4,192.5,0.76,35.2,1,0,0,0,119.5,19.4,0,33,20.6,1266.8,4.8,46.1,50.9,4.5,83.1,78.6,72.7,-5.9,45,0,48,50,62.1,10.1,17.1,10.7
2024-03-01T06:20:00,266.5,190.8,0.716,34.7,1,0,0,0,117.8,19.4,0,32.8,20.8,1279.1,5,46.1,51.1,4.6,83.4,78.8,72.7,-6.1,45,0,48,50,61.8,10.2,17.2,10.9
2024-03-01T06:30:00,267.3,252.4,0.944,52.9,1,0,0,0,179.5,19.4,0,32.8,20.8,1282.8,5,46,51,4.6,83.4,78.8,72.7,-6.1,45,0,48,50,71.1,7.7,13,8.2
2024-03-01T06:40:00,254.4,208,0.818,39.6,1,0,0,0,134.6,19.3,0,33.2,20.9,1271.8,4.8,46.4,51.2,4.3,83.3,79,72.7,-6.3,45,0,48,50,64.7,9.3,16,10
2024-03-01T06:50:00,244,211,0.865,40.6,1,0,0,0,137.7,19.4,0,33.2,20.6,1273,4.6,46.5,51.1,4.4,83.2,78.8,72.7,-6.1,45,0,48,50,65.3,9.2,15.8,9.8
2024-03-01T07:00:00,298.2,237.1,0.795,48.4,1,0,0,0,164.1,19.4,0,32.8,20.8,1277.9,5.6,46.4,52,5.1,84,78.9,72.7,-6.2,45,0,48,50,69.2,8.2,13.8,8.8
2024-03-01T07:10:00,306.1,229.4,0.749,46.1,1,0,0,0,156.6,19.3,0,33,20.5,1288.9,5.7,46.1,51.8,5.1,84.3,79.2,72.7,-6.5,45,0,48,50,68.2,8.4,14.4,8.9
2024-03-01T07:20:00,298.8,212.9,0.712,41.2,1,0,0,0,140,19.4,0,32.8,20.7,1280.4,5.6,46.4,52,5.1,84.5,79.4,72.7,-6.7,45,0,48,50,65.8,9.1,15.4,9.7
2024-03-01T07:30:00,304.1,233.3,0.767,47.3,1,0,0,0,160.5,19.3,0,32.9,20.6,1280.4,5.7,46.3,52,5.2,84.7,79.5,72.7,-6.8,45,0,48,50,68.8,8.3,14.1,8.8
2024-03-01T07:40:00,317.2,257.6,0.812,54.5,1,0,0,0,184.8,19.5,0,32.9,20.5,1290.1,5.9,46.1,52,5.5,85.2,79.7,72.7,-7,45,0,48,50,71.7,7.6,12.8,8
2024-03-01T07:50:00,344.4,282.8,0.821,61.8,1,0,0,0,209.8,19.4,0,33,20.6,1291.3,6.4,45.2,51.6,6.1,86.1,80,72.7,-7.3,45,0,48,50,74.2,6.9,11.7,7.3
2024-03-01T08:00:00,355.9,280.1,0.787,60.5,1,0,0,0,206.1,20.8,0,32.6,20.6,1314.2,6.5,45.3,51.8,6.1,86.7,80.6,72.7,-7.9,46,0,48,50,73.6,7.4,11.6,7.4
2024-03-01T08:10:00,350.8,281.4,0.802,60.8,1,0,0,0,207.3,20.7,0,32.8,20.7,1315.4,6.4,45.3,51.7,6.1,87.1,81,72.7,-8.3,46,0,48,50,73.6,7.3,11.7,7.4
2024-03-01T08:20:00,354.6,284.4,0.802,62,1,0,0,0,210.4,20.8,0,32.7,20.5,1309.4,6.5,45.5,52,6.4,87.6,81.2,72.7,-8.5,46,0,48,50,74,7.3,11.5,7.2
2024-03-01T08:30:00,358.5,277.2,0.773,59.8,1,0,0,0,203,20.9,0,32.7,20.6,1323.7,6.5,45.4,51.9,6.1,87.2,81.1,72.7,-8.4,46,0,48,50,73.2,7.5,11.8,7.4
2024-03-01T08:40:00,353.9,286.5,0.81,62.6,1,0,0,0,212.4,20.8,0,32.7,20.7,1327.2,6.4,45.4,51.8,6.3,87.7,81.4,72.7,-8.7,46,0,48,50,74.1,7.3,11.4,7.2
2024-03-01T08:50:00,358.2,297.4,0.83,65.8,1,0,0,0,223.3,20.9,0,32.8,20.4,1322.5,6.5,45.4,51.9,6.2,87.5,81.3,72.7,-8.6,46,0,48,50,75.1,7,11,6.9
2024-03-01T09:00:00,356.2,291.4,0.818,64,1,0,0,0,217.1,20.8,0,33,20.5,1315.4,6.5,45.3,51.8,6.2,87.5,81.3,72.7,-8.6,46,0,48,50,74.5,7.2,11.3,7
2024-03-01T09:10:00,380.9,282.8,0.742,61.6,1,0,0,0,208.9,20.7,0,32.7,20.5,1324.9,6.9,45.4,52.3,6.4,87.6,81.2,72.7,-8.5,46,0,48,50,73.9,7.3,11.6,7.2
2024-03-01T09:20:00,422.5,319.9,0.757,72.4,1,0,0,0,245.6,20.9,0,33.1,20.4,1334.3,7.6,45.6,53.2,7.1,88.7,81.6,72.7,-8.9,46,0,48,50,76.8,6.5,10.3,6.4
2024-03-01T09:30:00,417.3,320.6,0.768,72.7,1,0,0,0,246.6,20.8,0,32.7,20.6,1317.8,7.6,45.6,53.2,7.2,90.1,82.9,72.7,-10.2,46,0,48,50,76.9,6.5,10.2,6.4
2024-03-01T09:40:00,412.2,331.7,0.805,76,1,0,0,0,257.7,20.9,0,32.8,20.4,1318.9,7.5,45.5,53,7.5,91.1,83.6,72.7,-10.9,46,0,48,50,77.7,6.3,9.9,6.2
2024-03-01T09:50:00,402.3,314.2,0.781,70.8,1,0,0,0,240.3,20.8,0,32.8,20.3,1322.5,7.3,45.7,53,7.4,91.3,83.9,72.7,-11.2,46,0,48,50,76.5,6.6,10.4,6.5
2024-03-01T10:00:00,439.7,363.8,0.827,84.4,1,0,0,0,286.4,22.2,0,34.9,20.4,1353,7.8,45.2,53,7.7,91.8,84.1,72.7,-11.4,47,0,49,50,78.7,6.1,9.6,5.6
2024-03-01T10:10:00,437.4,355.4,0.812,82,1,0,0,0,278,22.2,0,34.8,20.4,1346,7.8,45.4,53.2,7.7,92.8,85.1,72.7,-12.4,47,0,49,50,78.2,6.2,9.8,5.7
2024-03-01T10:20:00,440.2,352.6,0.801,80.9,1,0,0,0,274.5,23,0,34.9,20.2,1408.6,7.5,45.7,53.2,7.6,92.7,85.1,72.7,-12.4,47,0,49,50,77.8,6.5,9.9,5.7
2024-03-01T10:30:00,429.1,346.2,0.807,78.9,1,0,0,0,267.6,23,0,35.1,20.5,1410.8,7.3,45.8,53.1,7.6,92.4,84.8,72.7,-12.1,47,0,49,50,77.3,6.6,10.1,5.9
2024-03-01T10:40:00,417,347,0.832,79.2,1,0,0,0,268.5,22.9,0,35.2,20.5,1409.7,7.1,45.7,52.8,7.7,92.5,84.8,72.7,-12.1,47,0,49,50,77.4,6.6,10.1,5.9
2024-03-01T10:50:00,452.3,362.2,0.801,83.8,1,0,0,0,284.3,22.9,0,34.7,20.4,1409.7,7.7,45.5,53.2,7.8,92.7,84.9,72.7,-12.2,47,0,49,50,78.5,6.3,9.6,5.6
2024-03-01T11:00:00,425.4,328.4,0.772,73.8,1,0,0,0,250.3,22.9,0,34.9,20.3,1398.5,7.3,45.7,53,7.7,92.7,85,72.7,-12.3,47,0,49,50,76.2,7,10.6,6.2
2024-03-01T11:10:00,441.2,363.3,0.823,84,1,0,0,0,284.9,22.9,0,35.1,20.4,1411.9,7.5,45.7,53.2,7.7,92.7,85,72.7,-12.3,47,0,49,50,78.4,6.3,9.7,5.6
2024-03-01T11:20:00,426.2,361,0.847,83.3,1,0,0,0,282.7,22.9,0,34.9,20.4,1420.8,7.2,45.6,52.8,7.7,92.6,84.9,72.7,-12.2,47,0,49,50,78.3,6.4,9.7,5.7
2024-03-01T11:30:00,438.4,358,0.817,82.4,1,0,0,0,279.6,22.7,0,35.3,20.4,1421.9,7.4,45.4,52.8,7.7,92.9,85.2,72.7,-12.5,47,0,49,50,78.1,6.3,9.9,5.7
2024-03-01T11:40:00,436,357.9,0.821,82.2,1,0,0,0,279.9,22.7,0,35.2,20.1,1414.1,7.4,45.8,53.2,7.7,93,85.3,72.7,-12.6,47,0,49,50,78.2,6.3,9.8,5.6
2024-03-01T11:50:00,434,359.1,0.827,82.6,1,0,0,0,281.2,22.8,0,34.8,20.2,1407.5,7.4,45.6,53,7.7,93.1,85.4,72.7,-12.7,47,0,49,50,78.3,6.3,9.7,5.6
2024-03-01T12:00:00,429.1,357.2,0.832,82.3,1,0,0,0,279.3,22.8,0,34.7,20.3,1410.8,7.3,45.7,53,7.6,93,85.4,72.7,-12.7,47,0,49,50,78.2,6.4,9.7,5.7
2024-03-01T12:10:00,425.8,361.1,0.848,82.8,1,0,0,0,281,24.5,0,35.4,20.3,1439.4,7.1,45.7,52.8,7.8,93.5,85.7,72.7,-13,48,0,49,50,77.8,6.8,9.8,5.6
2024-03-01T12:20:00,434.5,358.4,0.825,82.2,1,0,0,0,278.9,24.2,0,35,20.3,1428.5,7.3,45.6,52.9,7.5,92.9,85.4,72.7,-12.7,48,0,49,50,77.8,6.8,9.8,5.7
2024-03-01T12:30:00,424.2,353.7,0.834,80.7,1,0,0,0,273.9,24.4,0,35.2,20.2,1433.9,7.1,45.5,52.6,7.5,92.9,85.4,72.7,-12.7,48,0,49,50,77.4,6.9,10,5.7
2024-03-01T12:40:00,420.1,349.8,0.833,79.7,1,0,0,0,270.3,24.3,0,35,20.3,1440.5,7,45.4,52.4,7.6,93,85.4,72.7,-12.7,48,0,49,50,77.3,6.9,10,5.8
2024-03-01T12:50:00,406.3,346.9,0.854,78.7,1,0,0,0,267,24.5,0,35,20.4,1433.9,6.8,45.7,52.5,7.4,93,85.6,72.7,-12.9,48,0,49,50,77,7.1,10.1,5.9
2024-03-01T13:00:00,451.8,371,0.821,85.4,1,0,0,0,289.9,25.7,0,35.1,20.3,1465.3,7.4,45.5,52.9,7.6,93,85.4,72.7,-12.7,49,0,49,50,78.1,6.9,9.5,5.5
2024-03-01T13:10:00,437.7,358.6,0.819,81.9,1,0,0,0,277.8,25.8,0,35,20.1,1458.9,7.2,45.8,53,7.8,93.6,85.8,72.7,-13.1,49,0,49,50,77.5,7.2,9.7,5.6
2024-03-01T13:20:00,448.2,363,0.81,83,1,0,0,0,281.7,26,0,35.2,20.2,1453.5,7.4,45.8,53.2,8,93.8,85.8,72.7,-13.1,49,0,49,50,77.6,7.2,9.7,5.6
2024-03-01T13:30:00,439.9,359.7,0.818,82.1,1,0,0,0,278.4,25.8,0,35.2,20.3,1466.4,7.2,45.7,52.9,7.8,93.6,85.8,72.7,-13.1,49,0,49,50,77.4,7.2,9.8,5.6
2024-03-01T13:40:00,439.9,362.7,0.824,83,1,0,0,0,281.5,25.7,0,35,20.5,1466.4,7.2,45.8,53,7.6,93.4,85.8,72.7,-13.1,49,0,49,50,77.6,7.1,9.6,5.6
2024-03-01T13:50:00,448.2,372.8,0.832,86.1,1,0,0,0,291.9,25.7,0,34.8,20.3,1453.5,7.4,45.8,53.2,8,93.9,85.9,72.7,-13.2,49,0,49,50,78.3,6.9,9.3,5.4
2024-03-01T14:00:00,458.2,361.6,0.789,82.6,1,0,0,0,280.2,25.9,0,35.2,20.5,1466.4,7.5,45.8,53.3,7.9,93.9,86,72.7,-13.3,49,0,49,50,77.5,7.2,9.7,5.7
2024-03-01T14:10:00,425.2,360.8,0.848,82.5,1,0,0,0,279.8,25.7,0,34.9,20.3,1457.8,7,46.2,53.2,7.7,93.4,85.7,72.7,-13,49,0,49,50,77.6,7.1,9.7,5.6
2024-03-01T14:20:00,437.7,356.2,0.814,81.1,1,0,0,0,274.9,25.9,0,35.1,20.4,1458.9,7.2,46.1,53.3,7.8,93.8,86,72.7,-13.3,49,0,49,50,77.2,7.3,9.8,5.7
2024-03-01T14:30:00,430.3,359.5,0.835,82.1,1,0,0,0,278.5,25.8,0,34.9,20.3,1454.6,7.1,46,53.1,7.9,93.5,85.6,72.7,-12.9,49,0,49,50,77.5,7.2,9.7,5.6
2024-03-01T14:40:00,431.6,373.9,0.866,86.2,1,0,0,0,292.6,25.7,0,35,20.6,1458.9,7.1,46,53.1,7.9,93.5,85.6,72.7,-12.9,49,0,49,50,78.3,6.9,9.4,5.5
2024-03-01T14:50:00,431.6,365.9,0.848,83.9,1,0,0,0,284.7,25.8,0,34.9,20.5,1458.9,7.1,45.9,53,7.8,93.4,85.6,72.7,-12.9,49,0,49,50,77.8,7,9.5,5.6
2024-03-01T15:00:00,440.6,376.7,0.855,87.1,1,0,0,0,295.5,25.9,0,35.1,20.2,1468.5,7.2,46,53.2,7.7,92.8,85.1,72.7,-12.4,49,0,49,50,78.4,6.9,9.3,5.4
2024-03-01T15:20:00,416.9,356.8,0.856,81.2,1,0,0,0,275.5,25.8,0,35.2,20.2,1450.2,6.9,46.1,53,7.5,92.8,85.3,72.7,-12.6,49,0,49,50,77.2,7.2,9.9,5.7
2024-03-01T15:30:00,425.8,376,0.883,86.6,1,0,0,0,294.7,25.9,0,35.1,20.4,1459.9,7,46.2,53.2,7.6,92.8,85.2,72.7,-12.5,49,0,49,50,78.4,6.9,9.3,5.4
2024-03-01T15:40:00,441.2,356.3,0.808,80.9,1,0,0,0,275.3,25.9,0,34.9,20.2,1470.6,7.2,46.2,53.4,7.8,93.4,85.6,72.7,-12.9,49,0,49,50,77.3,7.3,9.8,5.7
2024-03-01T15:50:00,431.3,358.9,0.832,81.9,1,0,0,0,277.8,25.8,0,34.9,20.3,1457.8,7.1,46,53.1,7.7,93.3,85.6,72.7,-12.9,49,0,49,50,77.4,7.2,9.7,5.7
2024-03-01T16:00:00,430.9,359.4,0.834,82,1,0,0,0,278.2,25.9,0,35.1,20.3,1456.7,7.1,46.3,53.4,7.8,93.4,85.6,72.7,-12.9,49,0,49,50,77.4,7.2,9.8,5.6
2024-03-01T16:10:00,439.9,377.9,0.859,87.5,1,0,0,0,297,25.8,0,35,20.2,1466.4,7.2,46.2,53.4,7.9,93.6,85.7,72.7,-13,49,0,49,50,78.6,6.8,9.3,5.3
2024-03-01T16:20:00,427.4,357.6,0.837,81.5,1,0,0,0,276.6,26,0,34.7,20.3,1465.3,7,46.4,53.4,7.6,93.4,85.8,72.7,-13.1,49,0,49,50,77.3,7.3,9.7,5.7
2024-03-01T16:30:00,444.1,363,0.818,83.1,1,0,0,0,281.9,25.7,0,35.1,20.4,1459.9,7.3,46.6,53.9,7.9,93.9,86,72.7,-13.3,49,0,49,50,77.7,7.1,9.7,5.6
2024-03-01T16:40:00,451.5,374.6,0.83,86.6,1,0,0,0,293.6,25.6,0,34.9,20.5,1464.2,7.4,46.5,53.9,7.9,94.2,86.3,72.7,-13.6,49,0,49,50,78.4,6.8,9.3,5.5
2024-03-01T16:50:00,423.1,362.2,0.856,82.9,1,0,0,0,281.2,25.7,0,35.1,20.3,1471.7,6.9,46.3,53.2,7.7,93.5,85.8,72.7,-13.1,49,0,49,50,77.6,7.1,9.7,5.6
2024-03-01T17:00:00,425.5,357.3,0.84,81.5,1,0,0,0,276.3,25.8,0,34.9,20.3,1458.9,7,46.3,53.3,7.8,93.9,86.1,72.7,-13.4,49,0,49,50,77.3,7.2,9.8,5.7
2024-03-01T17:10:00,436.7,354.2,0.811,80.6,1,0,0,0,273.3,25.7,0,35,20.2,1455.6,7.2,46.5,53.7,8,94.3,86.3,72.7,-13.6,49,0,49,50,77.1,7.3,9.9,5.7
2024-03-01T17:20:00,436.4,376.7,0.863,87.2,1,0,0,0,295.7,25.8,0,34.9,20.3,1454.6,7.2,46.4,53.6,7.5,93.6,86.1,72.7,-13.4,49,0,49,50,78.5,6.9,9.3,5.4
2024-03-01T17:30:00,436.7,355.8,0.815,81.1,1,0,0,0,275.2,25.8,0,34.8,20,1455.6,7.2,46.4,53.6,7.6,93.8,86.2,72.7,-13.5,49,0,49,50,77.4,7.2,9.8,5.6
2024-03-01T17:40:00,421.6,358.7,0.851,81.8,1,0,0,0,277.5,25.8,0,35,20.5,1466.4,6.9,46.6,53.5,7.8,93.8,86,72.7,-13.3,49,0,49,50,77.4,7.2,9.7,5.7
2024-03-01T17:50:00,438.3,377.8,0.862,87.5,1,0,0,0,296.8,25.7,0,35,20.3,1461,7.2,46.2,53.4,8,94,86,72.7,-13.3,49,0,49,50,78.6,6.8,9.3,5.4
2024-03-01T18:00:00,424.9,377.9,0.89,88.7,1,0,0,0,300.7,24.4,0,32.5,20.3,1436.1,7.1,46.6,53.7,7.8,93.7,85.9,72.7,-13.2,48,0,48,50,79.6,6.5,8.6,5.4
2024-03-01T18:10:00,443.8,378.3,0.852,88.6,1,0,0,0,300.7,24.4,0,32.7,20.5,1439.4,7.4,46.7,54.1,8.4,94.4,86,72.7,-13.3,48,0,48,50,79.5,6.5,8.6,5.4
2024-03-01T18:20:00,438.8,363.5,0.828,84.3,1,0,0,0,286,24.4,0,32.7,20.5,1442.7,7.3,46.8,54.1,8.3,94.2,85.9,72.7,-13.2,48,0,48,50,78.7,6.7,9,5.6
2024-03-01T18:30:00,430.5,373.1,0.867,87.1,1,0,0,0,295.3,24.4,0,33,20.4,1435,7.2,46.7,53.9,8.1,93.8,85.7,72.7,-13,48,0,48,50,79.1,6.5,8.8,5.5
2024-03-01T18:40:00,407.8,368.7,0.904,85.8,1,0,0,0,291.2,24.4,0,33,20.2,1439.4,6.8,46.7,53.5,8,93.5,85.5,72.7,-12.8,48,0,48,50,79,6.6,8.9,5.5
2024-03-01T18:50:00,408.8,342,0.837,77.9,1,0,0,0,264.2,24.4,0,33.1,20.4,1442.7,6.8,46.8,53.6,8,93.5,85.5,72.7,-12.8,48,0,48,50,77.2,7.1,9.7,6
2024-03-01T19:00:00,414.1,346.9,0.838,79.4,1,0,0,0,269.4,24.2,0,33,20.4,1440.5,6.9,46.3,53.2,8.2,93.3,85.1,72.7,-12.4,48,0,48,50,77.7,7,9.5,5.9
2024-03-01T19:10:00,399.1,322.4,0.808,71.9,1,0,0,0,244.8,24.2,0,33,20.4,1429.6,6.7,46,52.7,7.6,92.4,84.8,72.7,-12.1,48,0,48,50,75.9,7.5,10.3,6.3
2024-03-01T19:20:00,410.7,338.5,0.824,76.7,1,0,0,0,261,24.2,0,33,20.4,1428.5,6.9,45.6,52.5,7.6,92.3,84.7,72.7,-12,48,0,48,50,77.1,7.1,9.7,6
2024-03-01T19:30:00,391.9,325.4,0.83,72.9,1,0,0,0,248.2,24.3,0,32.6,20.4,1447,6.5,45.7,52.2,7.1,91.6,84.5,72.7,-11.8,48,0,48,50,76.3,7.5,10,6.3
2024-03-01T19:40:00,387.5,311,0.803,68.7,1,0,0,0,233.2,24.2,0,33.2,20.4,1430.7,6.5,45.6,52.1,7.4,91.4,84,72.7,-11.3,48,0,48,50,75,7.8,10.7,6.6
2024-03-01T19:50:00,356.6,301.9,0.847,66.1,1,0,0,0,224.2,24.4,0,32.8,20.5,1426.3,6,45.3,51.3,6.7,90.2,83.5,72.7,-10.8,48,0,48,50,74.3,8.1,10.9,6.8
2024-03-01T20:00:00,356,301.6,0.847,66.4,1,0,0,0,225.3,22.9,0,32.9,20.4,1400.8,6.1,45.4,51.5,6.5,90.1,83.6,72.7,-10.9,47,0,48,50,74.7,7.6,10.9,6.8
2024-03-01T20:10:00,356.3,302.3,0.848,66.7,1,0,0,0,226.1,22.9,0,32.8,20.5,1401.9,6.1,45.5,51.6,6.6,90.2,83.6,72.7,-10.9,47,0,48,50,74.8,7.6,10.8,6.8
